,A,B,C
2638,2638,0.0983423709681,5276
2639,2639,0.672715303039,5278
2640,2640,1.29484670721,5280
2641,2641,-0.687574763504,5282
2642,2642,-1.18487603264,5284
2643,2643,-0.590278595327,5286
2644,2644,-0.883958924716,5288
2645,2645,1.01760345318,5290
2646,2646,0.077235896902,5292
2647,2647,0.76798000984,5294
2648,2648,-0.367555518252,5296
2649,2649,-0.935553657396,5298
2650,2650,0.244206883171,5300
2651,2651,-0.0165794995264,5302
2652,2652,1.64551087262,5304
2653,2653,0.801892021626,5306
2654,2654,1.5998073371,5308
2655,2655,-1.08526623743,5310
2656,2656,0.492028723316,5312
2657,2657,-1.37144244408,5314
2658,2658,-0.875167635,5316
2659,2659,0.457588145473,5318
2660,2660,0.812410102905,5320
2661,2661,0.972525483928,5322
2662,2662,0.126539115554,5324
2663,2663,2.20001252811,5326
2664,2664,0.441664765705,5328
2665,2665,0.0490871225743,5330
2666,2666,0.99985791549,5332
2667,2667,-2.41744113916,5334
2668,2668,0.0815909473621,5336
2669,2669,0.0680429952947,5338
2670,2670,-0.78984910868,5340
2671,2671,0.926337687255,5342
2672,2672,0.255422281858,5344
2673,2673,0.940976805945,5346
2674,2674,-0.315717148951,5348
2675,2675,0.0582151378455,5350
2676,2676,1.52789096209,5352
2677,2677,0.225651272191,5354
2678,2678,0.236596182078,5356
2679,2679,0.698142610844,5358
2680,2680,0.522505750132,5360
2681,2681,-0.431063768264,5362
2682,2682,-0.888319512932,5364
2683,2683,-0.831585365049,5366
2684,2684,-0.598609132919,5368
2685,2685,-0.779237475532,5370
2686,2686,0.327786714909,5372
2687,2687,0.408084873066,5374
2688,2688,-0.815253999315,5376
2689,2689,1.53081165832,5378
2690,2690,0.9386086723,5380
2691,2691,0.122316210715,5382
2692,2692,-0.702986641485,5384
2693,2693,-0.659886949903,5386
2694,2694,-0.198822932738,5388
2695,2695,1.21276944815,5390
2696,2696,0.735445117106,5392
2697,2697,-2.00220942666,5394
2698,2698,0.0924355622931,5396
2699,2699,-0.539702254502,5398
2700,2700,1.21779512442,5400
2701,2701,0.430412668369,5402
2702,2702,-0.155759833596,5404
2703,2703,0.883893828383,5406
2704,2704,0.561550550694,5408
2705,2705,0.0122450978094,5410
2706,2706,-0.557640850867,5412
2707,2707,-0.00072783946458,5414
2708,2708,-1.63212901211,5416
2709,2709,-0.241315206698,5418
2710,2710,-0.252023448583,5420
2711,2711,0.0678251883487,5422
2712,2712,0.107649792333,5424
2713,2713,0.066155959936,5426
2714,2714,-0.597715069808,5428
2715,2715,1.94446202306,5430
2716,2716,0.334733688611,5432
2717,2717,-1.38678000794,5434
2718,2718,-0.721234995103,5436
2719,2719,1.5865563187,5438
2720,2720,0.889141115802,5440
2721,2721,-1.05838795718,5442
2722,2722,-1.54273225802,5444
2723,2723,1.08452230375,5446
2724,2724,0.0682697937295,5448
2725,2725,-0.251646166677,5450
2726,2726,0.582164532749,5452
2727,2727,0.826164400486,5454
2728,2728,1.83376304145,5456
2729,2729,-0.35020682523,5458
2730,2730,-0.0178447847478,5460
2731,2731,0.448931953091,5462
2732,2732,-0.0336686875777,5464
2733,2733,0.743577704395,5466
2734,2734,-0.50027513648,5468
2735,2735,1.30417797896,5470
2736,2736,-1.08303229341,5472
2737,2737,0.485706304117,5474
2738,2738,0.492180340174,5476
2739,2739,-0.842896968706,5478
2740,2740,0.878701837525,5480
2741,2741,-1.13500481585,5482
2742,2742,0.562679378586,5484
2743,2743,-2.28514104939,5486
2744,2744,1.44743936799,5488
2745,2745,-1.08157473476,5490
2746,2746,-0.258264580944,5492
2747,2747,0.502717342256,5494
2748,2748,0.614970247382,5496
2749,2749,0.000127101036898,5498
2750,2750,-0.809778560103,5500
2751,2751,1.12826488422,5502
2752,2752,-0.0665243186072,5504
2753,2753,0.706378360171,5506
2754,2754,-1.68981469816,5508
2755,2755,-0.836115284685,5510
2756,2756,1.16203296674,5512
2757,2757,-1.60670522689,5514
2758,2758,0.224737993124,5516
2759,2759,0.432787117407,5518
2760,2760,0.253992689831,5520
2761,2761,1.07478662446,5522
2762,2762,0.408475639359,5524
2763,2763,0.178953694768,5526
2764,2764,-1.69672450131,5528
2765,2765,-0.191971705675,5530
2766,2766,1.27759157254,5532
2767,2767,-0.242859676162,5534
2768,2768,-0.172142688974,5536
2769,2769,1.12598688765,5538
2770,2770,-0.40106046838,5540
2771,2771,0.212204753088,5542
2772,2772,-0.577632839543,5544
2773,2773,-0.864810356426,5546
2774,2774,-0.808448244783,5548
2775,2775,-0.957524763087,5550
2776,2776,-0.46425970031,5552
2777,2777,1.06091553388,5554
2778,2778,-0.502481322102,5556
2779,2779,-0.197299134183,5558
2780,2780,-0.278016952535,5560
2781,2781,-2.22520756879,5562
2782,2782,-0.743356982733,5564
2783,2783,1.19063787258,5566
2784,2784,2.41489548055,5568
2785,2785,-0.445310505058,5570
2786,2786,1.10237299211,5572
2787,2787,0.0219657760647,5574
2788,2788,0.514383710932,5576
2789,2789,-0.656847473763,5578
2790,2790,0.126915332758,5580
2791,2791,1.00443262314,5582
2792,2792,-1.24155800979,5584
2793,2793,2.2040884978,5586
2794,2794,-0.144468461905,5588
2795,2795,-0.0522060152354,5590
2796,2796,-2.14748404597,5592
2797,2797,1.3328950139,5594
2798,2798,-1.03429375471,5596
2799,2799,-0.83855320844,5598
2800,2800,-0.152397736053,5600
2801,2801,0.714572234833,5602
2802,2802,-1.28442598483,5604
2803,2803,0.387175112166,5606
2804,2804,-0.095785027102,5608
2805,2805,1.24546416698,5610
2806,2806,-1.36535435249,5612
2807,2807,1.1583947632,5614
2808,2808,0.514384915907,5616
2809,2809,-0.511661635898,5618
2810,2810,0.28657011665,5620
2811,2811,0.966071042724,5622
2812,2812,-1.36209654416,5624
2813,2813,0.157497365283,5626
2814,2814,0.0160556655166,5628
2815,2815,-0.942636043634,5630
2816,2816,-0.0642368122284,5632
2817,2817,-1.48114236256,5634
2818,2818,-0.743262750272,5636
2819,2819,-1.02880957374,5638
2820,2820,0.414596674388,5640
2821,2821,0.1597381202,5642
2822,2822,-0.100364563739,5644
2823,2823,0.602286193551,5646
2824,2824,0.412418145876,5648
2825,2825,2.27688219983,5650
2826,2826,0.241655791275,5652
2827,2827,-0.731872668211,5654
2828,2828,0.833673705441,5656
2829,2829,0.0461966908964,5658
2830,2830,0.722027668252,5660
2831,2831,0.915342081277,5662
2832,2832,1.4062884361,5664
2833,2833,0.0354109314832,5666
2834,2834,-1.66368162901,5668
2835,2835,1.00947187262,5670
2836,2836,0.686028385195,5672
2837,2837,0.251491143322,5674
2838,2838,0.383860825912,5676
2839,2839,-0.835340602244,5678
2840,2840,-0.123902908166,5680
2841,2841,0.214516253578,5682
2842,2842,-1.20329745254,5684
2843,2843,-0.732623725367,5686
2844,2844,2.21417232304,5688
2845,2845,0.0162111935192,5690
2846,2846,2.12823636962,5692
2847,2847,-1.27768547827,5694
2848,2848,-0.920306411845,5696
2849,2849,0.292091938478,5698
2850,2850,0.559679260142,5700
2851,2851,-1.05948904194,5702
2852,2852,0.836559587423,5704
2853,2853,-1.09395904014,5706
2854,2854,-2.19129040505,5708
2855,2855,-0.393880115225,5710
2856,2856,-1.34194204327,5712
2857,2857,2.66059319349,5714
2858,2858,-0.211388755995,5716
2859,2859,-1.1996657686,5718
2860,2860,-0.0548420768862,5720
2861,2861,-0.722260399147,5722
2862,2862,0.0855101818705,5724
2863,2863,1.14994807529,5726
2864,2864,-1.20116452368,5728
2865,2865,0.454315763384,5730
2866,2866,0.186665545358,5732
2867,2867,-2.92965308496,5734
2868,2868,-1.26317261084,5736
2869,2869,0.0978739949298,5738
2870,2870,0.658646403595,5740
2871,2871,1.09212972894,5742
2872,2872,-0.782408674294,5744
2873,2873,-0.152103238835,5746
2874,2874,-1.07860775137,5748
2875,2875,-0.839297146948,5750
2876,2876,-1.44610528978,5752
2877,2877,-0.0739381547318,5754
2878,2878,-0.258379681439,5756
2879,2879,0.461716380007,5758
2880,2880,1.20217215072,5760
2881,2881,1.14378449817,5762
2882,2882,-1.65087820384,5764
2883,2883,-0.328767172533,5766
2884,2884,-0.0289310385586,5768
2885,2885,-1.07965499537,5770
2886,2886,0.039098361229,5772
2887,2887,-0.339785380063,5774
2888,2888,0.213302609614,5776
2889,2889,-1.92348130214,5778
2890,2890,0.351998371791,5780
2891,2891,1.94697747429,5782
2892,2892,-0.329022948507,5784
2893,2893,0.048560646959,5786
2894,2894,-0.14404499659,5788
2895,2895,-0.0777543886871,5790
2896,2896,-0.581418939866,5792
2897,2897,-0.123670761161,5794
2898,2898,0.576178937166,5796
2899,2899,-0.158883183434,5798
2900,2900,-0.502035545543,5800
2901,2901,0.634701503141,5802
2902,2902,-0.381279278054,5804
2903,2903,0.0440189234533,5806
2904,2904,-0.0575461899147,5808
2905,2905,-0.115580641006,5810
2906,2906,-1.77214382692,5812
2907,2907,-0.148452464804,5814
2908,2908,-0.468401507466,5816
2909,2909,-0.0390170814813,5818
2910,2910,-0.114122760897,5820
2911,2911,1.74951338728,5822
2912,2912,-1.92327845592,5824
2913,2913,-0.562301216945,5826
2914,2914,-0.424409159691,5828
2915,2915,-1.55915237907,5830
2916,2916,-0.421917249494,5832
2917,2917,0.838134269509,5834
2918,2918,-0.222400675543,5836
2919,2919,-1.43822646642,5838
2920,2920,0.883002967642,5840
2921,2921,1.68270411432,5842
2922,2922,2.26947996812,5844
2923,2923,1.81947638246,5846
2924,2924,0.596146425021,5848
2925,2925,-1.26749048855,5850
2926,2926,-0.514570847118,5852
2927,2927,-0.725126367572,5854
2928,2928,0.480537475212,5856
2929,2929,-0.548342122839,5858
2930,2930,-0.408449760107,5860
2931,2931,0.490322540408,5862
2932,2932,-0.835022170063,5864
2933,2933,2.31124146506,5866
2934,2934,0.777242546935,5868
2935,2935,-2.43666411548,5870
2936,2936,0.27651883527,5872
2937,2937,0.00625166030376,5874
2938,2938,1.67373960289,5876
2939,2939,0.61961971082,5878
2940,2940,0.627167890858,5880
2941,2941,-0.848008682922,5882
2942,2942,1.37883817033,5884
2943,2943,-1.13250977471,5886
2944,2944,-0.233622586701,5888
2945,2945,0.472049643069,5890
2946,2946,-1.09409031593,5892
2947,2947,-1.32546861117,5894
2948,2948,-0.244354850972,5896
2949,2949,0.884253478799,5898
2950,2950,-1.01565098909,5900
2951,2951,-0.396659926601,5902
2952,2952,0.16510150102,5904
2953,2953,-0.960711401748,5906
2954,2954,-0.306408678709,5908
2955,2955,-0.0845069087885,5910
2956,2956,0.00623125427808,5912
2957,2957,0.108076077014,5914
2958,2958,-0.954016709456,5916
2959,2959,1.71491584511,5918
2960,2960,-0.66543878383,5920
2961,2961,0.806372852133,5922
2962,2962,1.56440947438,5924
2963,2963,0.998116102716,5926
2964,2964,0.923331030398,5928
2965,2965,-1.65709492787,5930
2966,2966,-1.09271231732,5932
2967,2967,0.865140394834,5934
2968,2968,-0.703695306338,5936
2969,2969,-1.46735244331,5938
2970,2970,0.99029315238,5940
2971,2971,0.483956699679,5942
2972,2972,0.381194965642,5944
2973,2973,1.68810631118,5946
2974,2974,-0.257068524722,5948
2975,2975,0.239387549173,5950
2976,2976,-0.511772112991,5952
2977,2977,0.0629106910421,5954
2978,2978,1.31341074303,5956
2979,2979,0.320141791149,5958
2980,2980,0.158519456939,5960
2981,2981,0.205450505471,5962
2982,2982,0.749537518585,5964
2983,2983,0.0723748324004,5966
2984,2984,1.95613091015,5968
2985,2985,0.360594081288,5970
2986,2986,-0.24935220509,5972
2987,2987,0.364422115106,5974
2988,2988,-0.714664820465,5976
2989,2989,0.513511091072,5978
2990,2990,0.435576482193,5980
2991,2991,-0.760755961319,5982
2992,2992,0.357093350931,5984
2993,2993,-0.372946996825,5986
2994,2994,0.0143715341746,5988
2995,2995,-0.0578372097128,5990
2996,2996,1.35827525636,5992
2997,2997,-0.141263173927,5994
2998,2998,-0.953184792468,5996
2999,2999,1.30516238025,5998
3000,3000,-0.499671778744,6000
3001,3001,0.799585020979,6002
3002,3002,1.01621080303,6004
3003,3003,1.2884996374,6006
3004,3004,0.246441346427,6008
3005,3005,0.199643879364,6010
3006,3006,0.424109955021,6012
3007,3007,-0.0971358847464,6014
3008,3008,-0.45791425575,6016
3009,3009,-0.506174702651,6018
3010,3010,-0.26291398825,6020
3011,3011,-1.06858514575,6022
3012,3012,-0.547075779136,6024
3013,3013,0.170320968129,6026
3014,3014,-0.908470985737,6028
3015,3015,-2.62125765806,6030
3016,3016,0.126010232774,6032
3017,3017,0.0864659940029,6034
3018,3018,-0.0486950608214,6036
3019,3019,0.816832180441,6038
3020,3020,-1.47890672358,6040
3021,3021,-0.113814680862,6042
3022,3022,0.168410299455,6044
3023,3023,1.58765195753,6046
3024,3024,-0.756901657997,6048
3025,3025,0.150458751643,6050
3026,3026,-1.0781994982,6052
3027,3027,-1.21066887674,6054
3028,3028,0.767313604136,6056
3029,3029,-0.409312467277,6058
3030,3030,0.841981930697,6060
3031,3031,1.30112983718,6062
3032,3032,-1.45878448345,6064
3033,3033,-1.46004662048,6066
3034,3034,-2.19842391141,6068
3035,3035,2.02005205147,6070
3036,3036,-0.0729538763135,6072
3037,3037,1.18721279291,6074
3038,3038,-0.498557834427,6076
3039,3039,-0.276409037723,6078
3040,3040,0.698029432918,6080
3041,3041,0.960859810943,6082
3042,3042,-1.94004152544,6084
3043,3043,0.162680766935,6086
3044,3044,1.02091957428,6088
3045,3045,-1.1804347981,6090
3046,3046,0.795506487688,6092
3047,3047,-0.523712855593,6094
3048,3048,-0.629990700956,6096
3049,3049,-0.00400118374366,6098
3050,3050,-0.381664085313,6100
3051,3051,-0.883069273201,6102
3052,3052,0.560484927661,6104
3053,3053,0.609211007428,6106
3054,3054,0.789470118095,6108
3055,3055,0.383441899203,6110
3056,3056,-0.690025429325,6112
3057,3057,0.934971733918,6114
3058,3058,-0.026181297343,6116
3059,3059,-1.0792986668,6118
3060,3060,0.0763821465476,6120
3061,3061,1.16837337237,6122
3062,3062,-0.227484857193,6124
3063,3063,-0.432599006402,6126
3064,3064,0.263506700155,6128
3065,3065,-0.693830018274,6130
3066,3066,-0.0235745272616,6132
3067,3067,0.0038421200388,6134
3068,3068,-1.13161782063,6136
3069,3069,0.542743871575,6138
3070,3070,-0.479964200325,6140
3071,3071,-1.99680070981,6142
3072,3072,0.657179029764,6144
3073,3073,0.656732081274,6146
3074,3074,2.08761179924,6148
3075,3075,0.188604586009,6150
3076,3076,0.134012125841,6152
3077,3077,-1.46213782553,6154
3078,3078,-2.09423285369,6156
3079,3079,-1.39520365895,6158
3080,3080,-1.18905143657,6160
3081,3081,0.633631869171,6162
3082,3082,0.144087419468,6164
3083,3083,-1.1360030886,6166
3084,3084,-0.244631609916,6168
3085,3085,0.546938712066,6170
3086,3086,-0.423341825053,6172
3087,3087,0.813549622546,6174
3088,3088,-0.93488777829,6176
3089,3089,-0.110692026017,6178
3090,3090,-0.53644688779,6180
3091,3091,-0.908493012395,6182
3092,3092,-2.29395508199,6184
3093,3093,0.0901577921264,6186
3094,3094,-2.21733063964,6188
3095,3095,0.804410276306,6190
3096,3096,-0.647980833996,6192
3097,3097,1.02175049139,6194
3098,3098,0.957236167494,6196
3099,3099,0.0799842442066,6198
3100,3100,0.865331612133,6200
3101,3101,0.945084831795,6202
3102,3102,-1.16822996802,6204
3103,3103,-0.231902954358,6206
3104,3104,0.838810277097,6208
3105,3105,-0.447376723434,6210
3106,3106,1.66488815001,6212
3107,3107,1.5393746028,6214
3108,3108,0.437048790733,6216
3109,3109,0.0810320252033,6218
3110,3110,-0.784200115754,6220
3111,3111,-0.201647684717,6222
3112,3112,-2.42276456953,6224
3113,3113,0.613185407724,6226
3114,3114,-1.09428263748,6228
3115,3115,1.42418540244,6230
3116,3116,-1.13917599044,6232
3117,3117,-1.3911665838,6234
3118,3118,0.760099029912,6236
3119,3119,-0.38058755712,6238
3120,3120,0.391836808293,6240
3121,3121,0.982382380552,6242
3122,3122,1.83550365369,6244
3123,3123,-0.500917618239,6246
3124,3124,1.55241521586,6248
3125,3125,-2.15087656915,6250
3126,3126,1.48979297166,6252
3127,3127,-0.252942872147,6254
3128,3128,-0.300867390299,6256
3129,3129,-1.32361689384,6258
3130,3130,-0.338497111809,6260
3131,3131,-0.408213722387,6262
3132,3132,-0.0248198616444,6264
3133,3133,-0.919437443888,6266
3134,3134,-0.835954295096,6268
3135,3135,1.20066571199,6270
3136,3136,0.385291202301,6272
3137,3137,0.254234936626,6274
3138,3138,-1.32305563657,6276
3139,3139,-1.43970508115,6278
3140,3140,0.230157756959,6280
3141,3141,0.0689582750928,6282
3142,3142,-0.826377570191,6284
3143,3143,-0.400321722466,6286
3144,3144,0.699681075777,6288
3145,3145,-1.1984284669,6290
3146,3146,-0.503128234887,6292
3147,3147,-2.11957660634,6294
3148,3148,1.07233455706,6296
3149,3149,-1.21665730779,6298
3150,3150,-0.520385298195,6300
3151,3151,0.757030925583,6302
3152,3152,-0.370681283277,6304
3153,3153,0.504369746473,6306
3154,3154,-1.40972783677,6308
3155,3155,0.0018417629783,6310
3156,3156,0.400334088091,6312
3157,3157,0.59861419249,6314
3158,3158,-1.26718222331,6316
3159,3159,-0.368488038239,6318
3160,3160,-0.673223702401,6320
3161,3161,0.335707180431,6322
3162,3162,1.40740110742,6324
3163,3163,0.370190155965,6326
3164,3164,0.390466103708,6328
3165,3165,-0.632198212621,6330
3166,3166,-1.84990472188,6332
3167,3167,1.51413658678,6334
3168,3168,-1.36278093196,6336
3169,3169,0.53331642233,6338
3170,3170,1.22791890325,6340
3171,3171,0.537205076293,6342
3172,3172,0.394939812677,6344
3173,3173,-0.763052792807,6346
3174,3174,-1.27534065135,6348
3175,3175,-0.505483337146,6350
3176,3176,-0.353393277474,6352
3177,3177,-0.593534072037,6354
3178,3178,1.28856671302,6356
3179,3179,0.483422195236,6358
3180,3180,1.56403158693,6360
3181,3181,0.496674239724,6362
3182,3182,-0.540450953438,6364
3183,3183,-0.351826241983,6366
3184,3184,1.37452337558,6368
3185,3185,-0.962904493604,6370
3186,3186,-0.158244993894,6372
3187,3187,-0.924151029833,6374
3188,3188,0.254453273239,6376
3189,3189,0.0490970623714,6378
3190,3190,-0.0238025323325,6380
3191,3191,-0.849508203476,6382
3192,3192,0.077542026686,6384
3193,3193,0.42821674886,6386
3194,3194,-0.709263124693,6388
3195,3195,1.26681856136,6390
3196,3196,-0.64405950442,6392
3197,3197,0.916754563851,6394
3198,3198,-0.315218251676,6396
3199,3199,0.539065840464,6398
3200,3200,-0.785527134507,6400
3201,3201,0.558529723964,6402
3202,3202,-2.45326985054,6404
3203,3203,0.175001555249,6406
3204,3204,-0.117592527545,6408
3205,3205,0.201366420018,6410
3206,3206,-0.097907707167,6412
3207,3207,-0.190429718742,6414
3208,3208,1.64385693975,6416
3209,3209,1.53493350945,6418
3210,3210,1.44564324175,6420
3211,3211,-1.07559778918,6422
3212,3212,-0.422036631492,6424
3213,3213,2.17919747883,6426
3214,3214,-1.01463205419,6428
3215,3215,0.0837830109874,6430
3216,3216,0.410884192489,6432
3217,3217,-0.263655110266,6434
3218,3218,1.42095805261,6436
3219,3219,0.788798871677,6438
3220,3220,2.28105472617,6440
3221,3221,2.31411982711,6442
3222,3222,-0.109272364271,6444
3223,3223,-1.2636798053,6446
3224,3224,0.436776880202,6448
3225,3225,-0.107945837812,6450
3226,3226,-0.82138998846,6452
3227,3227,0.952201063278,6454
3228,3228,-1.2364136565,6456
3229,3229,-0.769197261654,6458
3230,3230,-0.95900344788,6460
3231,3231,-1.06551545876,6462
3232,3232,0.741621134255,6464
3233,3233,1.3635968296,6466
3234,3234,2.97225318617,6468
3235,3235,-2.07001718786,6470
3236,3236,1.86116506009,6472
3237,3237,-0.735103691401,6474
3238,3238,1.63435612696,6476
3239,3239,0.20970526747,6478
3240,3240,0.611294756873,6480
3241,3241,-0.326528485097,6482
3242,3242,0.444827621745,6484
3243,3243,-0.545788008672,6486
3244,3244,-0.575948507677,6488
3245,3245,0.596018735466,6490
3246,3246,-0.867506516667,6492
3247,3247,1.27713426354,6494
3248,3248,0.687436124541,6496
3249,3249,-0.359671830306,6498
3250,3250,-0.21463613393,6500
3251,3251,-0.97725020773,6502
3252,3252,0.986895506973,6504
3253,3253,-0.016605674267,6506
3254,3254,1.55043358611,6508
3255,3255,0.560014154986,6510
3256,3256,0.874615278088,6512
3257,3257,1.01358950514,6514
3258,3258,1.0582923912,6516
3259,3259,-0.568249664601,6518
3260,3260,-0.494196764809,6520
3261,3261,-0.374057279736,6522
3262,3262,-0.898075729939,6524
3263,3263,0.481553776889,6526
3264,3264,1.03658539676,6528
3265,3265,-0.366354567513,6530
3266,3266,0.684413822259,6532
3267,3267,-0.809384384994,6534
3268,3268,-1.21920993645,6536
3269,3269,-0.698493678252,6538
3270,3270,-0.232801277632,6540
3271,3271,-0.985669446807,6542
3272,3272,-1.2641771071,6544
3273,3273,1.73880073552,6546
3274,3274,-0.941861430015,6548
3275,3275,2.08898278811,6550
3276,3276,0.753228683689,6552
3277,3277,0.717460641575,6554
3278,3278,0.0561918769438,6556
3279,3279,-0.398258384796,6558
3280,3280,0.551199374946,6560
3281,3281,0.95931998311,6562
3282,3282,0.817360538288,6564
3283,3283,-0.900496423848,6566
3284,3284,1.38128829701,6568
3285,3285,-0.0316466330912,6570
3286,3286,-0.749844363112,6572
3287,3287,0.497653955418,6574
3288,3288,-1.00214899297,6576
3289,3289,0.493418126995,6578
3290,3290,1.13947231794,6580
3291,3291,1.07608874644,6582
3292,3292,-2.91586228259,6584
3293,3293,0.869106196179,6586
3294,3294,1.43283974657,6588
3295,3295,-0.262507131737,6590
3296,3296,1.12982243963,6592
3297,3297,0.204103291415,6594
3298,3298,0.464502624384,6596
3299,3299,-0.0803126836676,6598
3300,3300,-0.284244243963,6600
3301,3301,-0.758999065241,6602
3302,3302,1.05542822573,6604
3303,3303,0.316375913377,6606
3304,3304,-0.561379422081,6608
3305,3305,-1.17499910733,6610
3306,3306,-1.35149372804,6612
3307,3307,0.919216067868,6614
3308,3308,-0.820859427904,6616
3309,3309,1.3871111664,6618
3310,3310,-0.706848246113,6620
3311,3311,1.60300575028,6622
3312,3312,0.808525205028,6624
3313,3313,-0.538654132366,6626
3314,3314,0.683443415328,6628
3315,3315,0.593899027364,6630
3316,3316,0.484492182534,6632
3317,3317,1.28741011181,6634
3318,3318,-1.68140571811,6636
3319,3319,-0.229396622156,6638
3320,3320,0.487569205765,6640
3321,3321,-0.59982480261,6642
3322,3322,-0.882492285708,6644
3323,3323,0.633540476606,6646
3324,3324,-0.664181655973,6648
3325,3325,1.92590386102,6650
3326,3326,-0.0561544970546,6652
3327,3327,-1.00050213712,6654
3328,3328,-0.45385619358,6656
3329,3329,-0.864774821131,6658
3330,3330,-0.315158383168,6660
3331,3331,-1.01415488901,6662
3332,3332,0.55318600461,6664
3333,3333,0.820508157456,6666
3334,3334,-1.10319354605,6668
3335,3335,-0.446271884965,6670
3336,3336,0.387371641053,6672
3337,3337,-1.1805568528,6674
3338,3338,-0.54748260536,6676
3339,3339,-0.223575149941,6678
3340,3340,0.111700730439,6680
3341,3341,-0.841104077024,6682
3342,3342,3.06395901423,6684
3343,3343,2.24954718107,6686
3344,3344,-1.37980775812,6688
3345,3345,-0.0887644386228,6690
3346,3346,0.398398900753,6692
3347,3347,-0.274816930151,6694
3348,3348,-0.114353591914,6696
3349,3349,-2.67114446254,6698
3350,3350,0.0504096738057,6700
3351,3351,-0.640221074725,6702
3352,3352,-0.131360341668,6704
3353,3353,-0.326976928417,6706
3354,3354,0.572138009211,6708
3355,3355,-0.900581570959,6710
3356,3356,1.83963838474,6712
3357,3357,-1.28351348783,6714
3358,3358,0.249621327263,6716
3359,3359,0.345280771652,6718
3360,3360,0.204901401966,6720
3361,3361,1.1677160818,6722
3362,3362,2.1459930999,6724
3363,3363,1.5916445478,6726
3364,3364,0.286227421623,6728
3365,3365,0.521611714657,6730
3366,3366,-0.0275390891142,6732
3367,3367,-0.492751569254,6734
3368,3368,-0.806123702474,6736
3369,3369,-0.0235047081936,6738
3370,3370,0.551336018914,6740
3371,3371,0.467849377686,6742
3372,3372,0.966356159632,6744
3373,3373,0.197704445403,6746
3374,3374,-0.933979770128,6748
3375,3375,1.54731380487,6750
3376,3376,0.295273828849,6752
3377,3377,1.53032121393,6754
3378,3378,-0.77341973326,6756
3379,3379,-0.349506718527,6758
3380,3380,0.471504440904,6760
3381,3381,0.505086838998,6762
3382,3382,0.512321848863,6764
3383,3383,0.175373288102,6766
3384,3384,-0.379787302118,6768
3385,3385,1.2573979039,6770
3386,3386,-2.24893333816,6772
3387,3387,0.0932999344153,6774
3388,3388,1.52801153147,6776
3389,3389,0.0842356885329,6778
3390,3390,0.229047045363,6780
3391,3391,-1.96391437184,6782
3392,3392,0.0828246479172,6784
3393,3393,-0.935031918965,6786
3394,3394,-2.27997623226,6788
3395,3395,-0.289431944382,6790
3396,3396,0.959548041142,6792
3397,3397,-0.445753195581,6794
3398,3398,-0.739945551436,6796
3399,3399,1.337666927,6798
3400,3400,0.0393244946131,6800
3401,3401,0.527887597806,6802
3402,3402,-0.882584227428,6804
3403,3403,1.26930672987,6806
3404,3404,-0.0258351804582,6808
3405,3405,1.68189963683,6810
3406,3406,-0.913677393996,6812
3407,3407,0.308628578958,6814
3408,3408,-0.108328481267,6816
3409,3409,-1.419296922,6818
3410,3410,-0.955736699802,6820
3411,3411,-0.114936195017,6822
3412,3412,-1.82331377943,6824
3413,3413,0.274989756084,6826
3414,3414,-1.44389922893,6828
3415,3415,-0.0317595499224,6830
3416,3416,0.0634068791323,6832
3417,3417,-0.34139961336,6834
3418,3418,0.12917560188,6836
3419,3419,1.15486423636,6838
3420,3420,0.238723937356,6840
3421,3421,0.661071867529,6842
3422,3422,-0.593298921329,6844
3423,3423,0.400235482027,6846
3424,3424,1.26141337861,6848
3425,3425,-0.333760079261,6850
3426,3426,1.70605741447,6852
3427,3427,-0.55670921357,6854
3428,3428,1.358474864,6856
3429,3429,-2.4625108925,6858
3430,3430,-1.60761857847,6860
3431,3431,0.735010831048,6862
3432,3432,0.124227279965,6864
3433,3433,-1.25567171328,6866
3434,3434,-1.11476927157,6868
3435,3435,-1.01210960033,6870
3436,3436,1.11143962568,6872
3437,3437,0.419804731749,6874
3438,3438,-0.689772507712,6876
3439,3439,-2.39202781217,6878
3440,3440,1.55482390038,6880
3441,3441,1.99504347163,6882
3442,3442,0.158257540611,6884
3443,3443,-1.27047605087,6886
3444,3444,1.02228968189,6888
3445,3445,1.28479615915,6890
3446,3446,-0.755475824503,6892
3447,3447,-0.281503803852,6894
3448,3448,-0.426162967562,6896
3449,3449,-1.33823349504,6898
3450,3450,1.73685812809,6900
3451,3451,-0.410628756672,6902
3452,3452,0.790344111289,6904
3453,3453,-0.0261523243917,6906
3454,3454,0.368217370995,6908
3455,3455,-0.215173912196,6910
3456,3456,-0.0986436260386,6912
3457,3457,1.10323469249,6914
3458,3458,-0.723519110853,6916
3459,3459,-0.110578263902,6918
3460,3460,0.53074840528,6920
3461,3461,1.2652283112,6922
3462,3462,-1.60005496698,6924
3463,3463,-0.693493231777,6926
3464,3464,-1.33544401628,6928
3465,3465,1.12045190713,6930
3466,3466,-0.211207916795,6932
3467,3467,-0.340816195306,6934
3468,3468,0.627731455553,6936
3469,3469,1.32763236811,6938
3470,3470,-0.56812742058,6940
3471,3471,0.25974877683,6942
3472,3472,0.346537836913,6944
3473,3473,-1.05158303358,6946
3474,3474,-0.9134593484,6948
3475,3475,0.88091090114,6950
3476,3476,-0.99485408288,6952
3477,3477,-1.93719884757,6954
3478,3478,1.41587623048,6956
3479,3479,-0.337024922199,6958
3480,3480,1.29518622069,6960
3481,3481,1.46279126719,6962
